UF,MUNICIPIO,ID_IBGE,POPULACAO_TOTAL
RS,Porto Xavier,4315107,10127
GO,Posse,5218300,36291
MG,Poté,3152402,13649
CE,Potengi,2311207,8854
SP,Potim,3540754,20801
BA,Potiraguá,2925402,10651
SP,Potirendaba,3540804,19097
CE,Potiretama,2311231,6128
MG,Pouso Alegre,3152501,162133
MG,Pouso Alto,3152600,6779
RS,Pouso Novo,4315131,1771
SC,Pouso Redondo,4213708,18051
MT,Poxoréu,5107008,25103
SP,Pracinha,3540853,2589
AP,Pracuúba,1600550,4048
BA,Prado,2925501,37533
PR,Prado Ferreira,4120333,3816
SP,Pradópolis,3540903,17299
MG,Prados,3152709,9369
SP,Praia Grande,3541000,368539
SC,Praia Grande,4213807,8696
TO,Praia Norte,1718303,9552
PA,Prainha,1506005,38733
PR,Pranchita,4120358,5831
MG,Prata,3152808,29745
PB,Prata,2512200,4032
PI,Prata do Piauí,2208601,3096
SP,Pratânia,3541059,5264
MG,Pratápolis,3152907,8534
MG,Pratinha,3153004,3691
SP,Presidente Alves,3541109,3830
SP,Presidente Bernardes,3541208,14803
MG,Presidente Bernardes,3153103,4847
SC,Presidente Castello Branco,4213906,1707
PR,Presidente Castelo Branco,4120408,4304
MA,Presidente Dutra,2109106,46606
BA,Presidente Dutra,2925600,15677
SP,Presidente Epitácio,3541307,40322
AM,Presidente Figueiredo,1303536,33291
SC,Presidente Getúlio,4214003,21764
BA,Presidente Jânio Quadros,2925709,12963
MA,Presidente Juscelino,2109205,11616
MG,Presidente Juscelino,3153202,3471
ES,Presidente Kennedy,3204302,14852
TO,Presidente Kennedy,1718402,3016
MG,Presidente Kubitschek,3153301,3162
RS,Presidente Lucena,4315149,3166
MA,Presidente Médici,2109239,4717
RO,Presidente Médici,1100254,20443
SC,Presidente Nereu,4214102,2347
MG,Presidente Olegário,3153400,19192
SP,Presidente Prudente,3541406,234706
MA,Presidente Sarney,2109270,17925
BA,Presidente Tancredo Neves,2925758,29489
MA,Presidente Vargas,2109304,10791
SP,Presidente Venceslau,3541505,35810
PA,Primavera,1506104,11379
PE,Primavera,2611408,14380
RO,Primavera de Rondônia,1101476,3268
MT,Primavera do Leste,5107040,96006
MA,Primeira Cruz,2109403,13920
PR,Primeiro de Maio,4120507,10064
SC,Princesa,4214151,3073
PB,Princesa Isabel,2512309,21674
GO,Professor Jamil,5218391,3750
RS,Progresso,4315156,5423
SP,Promissão,3541604,35973
SE,Propriá,2805703,27213
RS,Protásio Alves,4315172,2070
MG,Prudente de Morais,3153608,12052
PR,Prudentópolis,4120606,50946
TO,Pugmil,1718451,2223
RN,Pureza,2410405,9752
RS,Putinga,4315206,3809
PB,Puxinanã,2512408,14942
SP,Quadra,3541653,3477
RS,Quaraí,4315305,23995
MG,Quartel Geral,3153707,3232
PR,Quarto Centenário,4120655,4127
SP,Quatá,3541703,13412
PR,Quatiguá,4120705,8426
PA,Quatipuru,1506112,11838
RJ,Quatis,3304128,14165
PR,Quatro Barras,4120804,25397
RS,Quatro Irmãos,4315313,1577
PR,Quatro Pontes,4120853,4672
AL,Quebrangulo,2707602,11303
PR,Quedas do Iguaçu,4120903,31423
PI,Queimada Nova,2208650,8948
PB,Queimadas,2512507,50698
BA,Queimadas,2925808,27429
RJ,Queimados,3304144,149135
SP,Queiroz,3541802,3366
SP,Queluz,3541901,9074
MG,Queluzito,3153806,1796
MT,Querência,5107065,31100
PR,Querência do Norte,4121000,10625
RS,Quevedos,4315321,2553
BA,Quijingue,2925907,26443
SC,Quilombo,4214201,11433
PR,Quinta do Sol,4121109,5052
SP,Quintana,3542008,7260
RS,Quinze de Novembro,4315354,4003
PE,Quipapá,2611507,17731
GO,Quirinópolis,5218508,50329
RJ,Quissamã,3304151,23142
PR,Quitandinha,4121208,18882
CE,Quiterianópolis,2311264,20545
PB,Quixaba,2512606,1803
PE,Quixaba,2611533,6753
BA,Quixabeira,2925931,9839
CE,Quixadá,2311306,88846
CE,Quixelô,2311355,16998
CE,Quixeramobim,2311405,86431
CE,Quixeré,2311504,21659
RN,Rafael Fernandes,2410504,5682
RN,Rafael Godeiro,2410603,3005
BA,Rafael Jambeiro,2925956,20081
SP,Rafard,3542107,9145
PR,Ramilândia,4121257,4279
SP,Rancharia,3542206,29387
PR,Rancho Alegre,4121307,3472
PR,Rancho Alegre D'Oeste,4121356,2623
SC,Rancho Queimado,4214300,3484
MA,Raposa,2109452,32156
MG,Raposos,3153905,16796
MG,Raul Soares,3154002,23874
PR,Realeza,4121406,20097
PR,Rebouças,4121505,14825
PE,Recife,2611606,1588376
MG,Recreio,3154101,11383
TO,Recursolândia,1718501,3454
PA,Redenção,1506138,92694
CE,Redenção,2311603,28382
SP,Redenção da Serra,3542305,4637
PI,Redenção do Gurguéia,2208700,8565
RS,Redentora,4315404,9931
MG,Reduto,3154150,8246
PI,Regeneração,2208809,17400
SP,Regente Feijó,3542404,20620
SP,Reginópolis,3542503,7820
SP,Registro,3542602,61927
RS,Relvado,4315453,1826
BA,Remanso,2926004,42855
PB,Remígio,2512705,18399
PR,Renascença,4121604,6945
CE,Reriutaba,2311702,19051
RJ,Resende,3304201,137697
MG,Resende Costa,3154200,11544
PR,Reserva,4121703,24878
MT,Reserva do Cabaçal,5107156,2020
PR,Reserva do Iguaçu,4121752,6493
MG,Resplendor,3154309,17629
MG,Ressaquinha,3154408,4640
SP,Restinga,3542701,6486
RS,Restinga Sêca,4315503,15205
BA,Retirolândia,2926103,14174
PB,Riachão,2512747,2945
MA,Riachão,2109502,22740
BA,Riachão das Neves,2926202,22329
PB,Riachão do Bacamarte,2512754,4911
SE,Riachão do Dantas,2805802,18541
BA,Riachão do Jacuípe,2926301,35188
PB,Riachão do Poço,2512762,4989
TO,Riachinho,1718550,4029
MG,Riachinho,3154457,6830
RN,Riacho da Cruz,2410702,2724
PE,Riacho das Almas,2611705,21490
BA,Riacho de Santana,2926400,32060
RN,Riacho de Santana,2410801,4245
PB,Riacho de Santo Antônio,2512788,2063
PB,Riacho dos Cavalos,2512804,8788
MG,Riacho dos Machados,3154507,8858
PI,Riacho Frio,2208858,4238
RN,Riachuelo,2410900,7646
SE,Riachuelo,2805901,8853
GO,Rialma,5218607,12665
GO,Rianápolis,5218706,3893
MA,Ribamar Fiquene,2109551,7601
MS,Ribas do Rio Pardo,5007109,24152
SP,Ribeira,3542800,3158
BA,Ribeira do Amparo,2926509,14528
PI,Ribeira do Piauí,2208874,4105
BA,Ribeira do Pombal,2926608,56316
PE,Ribeirão,2611804,33843
SP,Ribeirão Bonito,3542909,11040
SP,Ribeirão Branco,3543006,18942
MT,Ribeirão Cascalheira,5107180,10541
PR,Ribeirão Claro,4121802,12856
SP,Ribeirão Corrente,3543105,4717
MG,Ribeirão das Neves,3154606,346971
BA,Ribeirão do Largo,2926657,10029
PR,Ribeirão do Pinhal,4121901,13158
SP,Ribeirão do Sul,3543204,4776
SP,Ribeirão dos Índios,3543238,2040
SP,Ribeirão Grande,3543253,7571
SP,Ribeirão Pires,3543303,118954
SP,Ribeirão Preto,3543402,731639
MG,Ribeirão Vermelho,3154705,4217
MT,Ribeirãozinho,5107198,2733
PI,Ribeiro Gonçalves,2208908,6182
SE,Ribeirópolis,2806008,17365
SP,Rifaina,3543600,4179
SP,Rincão,3543709,9101
SP,Rinópolis,3543808,9334
MG,Rio Acima,3154804,10698
PR,Rio Azul,4122008,14174
ES,Rio Bananal,3204351,20350
PR,Rio Bom,4122107,3214
RJ,Rio Bonito,3304300,59126
PR,Rio Bonito do Iguaçu,4122156,14297
MT,Rio Branco,5107206,4440
AC,Rio Branco,1200401,389001
PR,Rio Branco do Ivaí,4122172,3841
PR,Rio Branco do Sul,4122206,40308
MS,Rio Brilhante,5007208,40419
MG,Rio Casca,3154903,12851
RJ,Rio Claro,3304409,17951
SP,Rio Claro,3543907,210323
RO,Rio Crespo,1100262,3767
TO,Rio da Conceição,1718659,1827
SC,Rio das Antas,4214409,6399
RJ,Rio das Flores,3304508,9267
RJ,Rio das Ostras,3304524,168455
SP,Rio das Pedras,3544004,32329
BA,Rio de Contas,2926707,13634
RJ,Rio de Janeiro,3304557,6730729
BA,Rio do Antônio,2926806,13495
SC,Rio do Campo,4214508,6638
RN,Rio do Fogo,2408953,10692
SC,Rio do Oeste,4214607,8071
BA,Rio do Pires,2926905,10781
MG,Rio do Prado,3155108,4649
SC,Rio do Sul,4214805,77451
MG,Rio Doce,3155009,2545
TO,Rio dos Bois,1718709,2845
SC,Rio dos Cedros,4214706,11218
RS,Rio dos Índios,4315552,2866
MG,Rio Espera,3155207,5447
PE,Rio Formoso,2611903,20388
SC,Rio Fortuna,4214904,5044
RS,Rio Grande,4315602,198935
SP,Rio Grande da Serra,3544103,45324
PI,Rio Grande do Piauí,2209005,5845
AL,Rio Largo,2707701,97658
MG,Rio Manso,3155306,5746
PA,Rio Maria,1506161,19190
SC,Rio Negrinho,4215000,40132
MS,Rio Negro,5007307,4921
PR,Rio Negro,4122305,31951
MG,Rio Novo,3155405,8683
ES,Rio Novo do Sul,3204401,11471
MG,Rio Paranaíba,3155504,15297
RS,Rio Pardo,4315701,35641
MG,Rio Pardo de Minas,3155603,29103
MG,Rio Piracicaba,3155702,15036
MG,Rio Pomba,3155801,17885
MG,Rio Preto,3155900,5235
AM,Rio Preto da Eva,1303569,25364
GO,Rio Quente,5218789,4033
BA,Rio Real,2927002,36966
SC,Rio Rufino,4215059,2429
TO,Rio Sono,1718758,4718
PB,Rio Tinto,2512903,25500
GO,Rio Verde,5218805,241494
MS,Rio Verde de Mato Grosso,5007406,20454
MG,Rio Vermelho,3156007,12770
SP,Riolândia,3544202,10444
RS,Riozinho,4315750,4574
SC,Riqueza,4215075,4828
MG,Ritápolis,3156106,5122
SP,Riversul,3543501,5628
RS,Roca Sales,4315800,10646
MS,Rochedo,5007505,5451
MG,Rochedo de Minas,3156205,2374
SC,Rodeio,4215109,13491
RS,Rodeio Bonito,4315909,6831
MG,Rodeiro,3156304,9168
BA,Rodelas,2927101,10884
RN,Rodolfo Fernandes,2411007,4345
AC,Rodrigues Alves,1200427,15560
RS,Rolador,4315958,2330
PR,Rolândia,4122404,75818
RS,Rolante,4316006,21752
RO,Rolim de Moura,1100288,62959
MG,Romaria,3156403,3430
SC,Romelândia,4215208,4684
PR,Roncador,4122503,11339
RS,Ronda Alta,4316105,9969
RS,Rondinha,4316204,5078
MT,Rondolândia,5107578,3518
PR,Rondon,4122602,9255
PA,Rondon do Pará,1506187,57031
MT,Rondonópolis,5107602,263708
RS,Roque Gonzales,4316303,6693
RR,Rorainópolis,1400472,37787
SP,Rosana,3544251,17434
MA,Rosário,2109601,39761
MG,Rosário da Limeira,3156452,4926
SE,Rosário do Catete,2806107,9507
PR,Rosário do Ivaí,4122651,5484
RS,Rosário do Sul,4316402,37674
MT,Rosário Oeste,5107701,15041
SP,Roseira,3544301,11137
AL,Roteiro,2707800,6606
MG,Rubelita,3156502,5460
SP,Rubiácea,3544400,2740
GO,Rubiataba,5218904,20186
MG,Rubim,3156601,10602
SP,Rubinéia,3544509,3998
PA,Rurópolis,1506195,37198
CE,Russas,2311801,74834
RN,Ruy Barbosa,2411106,3253
BA,Ruy Barbosa,2927200,29590
MG,Sabará,3156700,134576
PR,Sabáudia,4122701,9511
SP,Sabino,3544608,5182
MG,Sabinópolis,3156809,14309
CE,Saboeiro,2311900,13943
MG,Sacramento,3156908,28076
RS,Sagrada Família,4316428,2528
SP,Sagres,3544707,2522
PE,Sairé,2612000,11213
RS,Saldanha Marinho,4316436,2619
SP,Sales,3544806,6645
SP,Sales Oliveira,3544905,11683
SP,Salesópolis,3545001,15381
SC,Salete,4215307,7656
PE,Salgadinho,2612109,5478
PB,Salgadinho,2513000,3435
SE,Salgado,2806206,20825
PB,Salgado de São Félix,2513109,11741
PR,Salgado Filho,4122800,4090
PE,Salgueiro,2612208,65946
MG,Salinas,3157005,41736
BA,Salinas da Margarida,2927309,15629
PA,Salinópolis,1506203,48663
CE,Salitre,2311959,17303
SP,Salmourão,3545100,4883
PE,Saloá,2612307,14125
SP,Saltinho,3545159,8407
SC,Saltinho,4215356,3604
SP,Salto,3545209,141111
MG,Salto da Divisa,3157104,6126
SP,Salto de Pirapora,3545308,45262
MT,Salto do Céu,5107750,3657
PR,Salto do Itararé,4122909,5214
RS,Salto do Jacuí,4316451,10357
PR,Salto do Lontra,4123006,15706
SP,Salto Grande,3545407,9221
SC,Salto Veloso,4215406,4495
BA,Salvador,2927408,2564204
RS,Salvador das Missões,4316477,2955
RS,Salvador do Sul,4316501,7184
PA,Salvaterra,1506302,25687
MA,Sambaíba,2109700,6234
TO,Sampaio,1718808,4397
RS,Sananduva,4316600,16770
GO,Sanclerlândia,5219001,8085
TO,Sandolândia,1718840,3900
SP,Sandovalina,3545506,3697
SC,Sangão,4215455,13797
PE,Sanharó,2612406,18812
SP,Santa Adélia,3545605,14193
SP,Santa Albertina,3545704,6566
PR,Santa Amélia,4123105,3358
MG,Santa Bárbara,3157203,31916
BA,Santa Bárbara,2927507,21787
GO,Santa Bárbara de Goiás,5219100,6306
MG,Santa Bárbara do Leste,3157252,8785
MG,Santa Bárbara do Monte Verde,3157278,3218
PA,Santa Bárbara do Pará,1506351,22530
RS,Santa Bárbara do Sul,4316709,8269
MG,Santa Bárbara do Tugúrio,3157302,4245
SP,Santa Bárbara d'Oeste,3545803,189456
SP,Santa Branca,3546009,14219
BA,Santa Brígida,2927606,15417
MT,Santa Carmem,5107248,5795
SC,Santa Cecília,4215505,15749
PB,Santa Cecília,2513158,8113
PR,Santa Cecília do Pavão,4123204,3357
RS,Santa Cecília do Sul,4316733,1710
RS,Santa Clara do Sul,4316758,7079
SP,Santa Clara d'Oeste,3546108,2694
PB,Santa Cruz,2513208,6013
RN,Santa Cruz,2411205,39101
PE,Santa Cruz,2612455,14342
BA,Santa Cruz Cabrália,2927705,31007
PE,Santa Cruz da Baixa Verde,2612471,11934
SP,Santa Cruz da Conceição,3546207,4375
SP,Santa Cruz da Esperança,3546256,2168
BA,Santa Cruz da Vitória,2927804,4663
SP,Santa Cruz das Palmeiras,3546306,29489
GO,Santa Cruz de Goiás,5219209,3004
MG,Santa Cruz de Minas,3157336,8339
PR,Santa Cruz de Monte Castelo,4123303,8840
MG,Santa Cruz de Salinas,3157377,3919
PA,Santa Cruz do Arari,1506401,7626
PE,Santa Cruz do Capibaribe,2612505,104854
MG,Santa Cruz do Escalvado,3157401,4728
PI,Santa Cruz do Piauí,2209104,5872
SP,Santa Cruz do Rio Pardo,3546405,47759
RS,Santa Cruz do Sul,4316808,138270
MT,Santa Cruz do Xingu,5107743,2904
PI,Santa Cruz dos Milagres,2209153,3448
MG,Santa Efigênia de Minas,3157500,4038
SP,Santa Ernestina,3546504,6274
PR,Santa Fé,4123402,11730
GO,Santa Fé de Goiás,5219258,5047
MG,Santa Fé de Minas,3157609,3528
TO,Santa Fé do Araguaia,1718865,7533
SP,Santa Fé do Sul,3546603,36288
PI,Santa Filomena,2209203,6210
PE,Santa Filomena,2612554,12360
MA,Santa Filomena do Maranhão,2109759,6833
SP,Santa Gertrudes,3546702,23192
PR,Santa Helena,4123501,26461
SC,Santa Helena,4215554,2476
MA,Santa Helena,2109809,43200
PB,Santa Helena,2513307,6023
GO,Santa Helena de Goiás,5219308,39601
MG,Santa Helena de Minas,3157658,6056
PR,Santa Inês,4123600,1745
PB,Santa Inês,2513356,3256
MA,Santa Inês,2109908,88249
BA,Santa Inês,2927903,10625
SP,Santa Isabel,3546801,54691
GO,Santa Isabel,5219357,3543
PR,Santa Isabel do Ivaí,4123709,9043
AM,Santa Isabel do Rio Negro,1303601,13947
PR,Santa Izabel do Oeste,4123808,14462
PA,Santa Izabel do Pará,1506500,79195
MG,Santa Juliana,3157708,16820
ES,Santa Leopoldina,3204500,13813
PR,Santa Lúcia,4123824,3638
SP,Santa Lúcia,3546900,7144
PI,Santa Luz,2209302,5418
PB,Santa Luzia,2513406,15418
MA,Santa Luzia,2110005,58839
MG,Santa Luzia,3157807,230382
BA,Santa Luzia,2928059,14392
SE,Santa Luzia do Itanhy,2806305,14003
AL,Santa Luzia do Norte,2707909,7066
PA,Santa Luzia do Pará,1506559,21295
MA,Santa Luzia do Paruá,2110039,24890
RO,Santa Luzia D'Oeste,1100296,7837
MG,Santa Margarida,3157906,16989
RS,Santa Margarida do Sul,4316972,2661
RS,Santa Maria,4316907,282395
RN,Santa Maria,2409332,5000
PE,Santa Maria da Boa Vista,2612604,42782
SP,Santa Maria da Serra,3547007,5308
BA,Santa Maria da Vitória,2928109,40474
PA,Santa Maria das Barreiras,1506583,17065
MG,Santa Maria de Itabira,3158003,10718
ES,Santa Maria de Jetibá,3204559,45575
PE,Santa Maria do Cambucá,2612703,14586
RS,Santa Maria do Herval,4316956,6486
PR,Santa Maria do Oeste,4123857,9869
PA,Santa Maria do Pará,1506609,25815
MG,Santa Maria do Salto,3158102,4777
MG,Santa Maria do Suaçuí,3158201,12817
TO,Santa Maria do Tocantins,1718881,2716
RJ,Santa Maria Madalena,3304607,10580
PR,Santa Mariana,4123907,10941
SP,Santa Mercedes,3547106,3017
PR,Santa Mônica,4123956,3361
CE,Santa Quitéria,2312205,41569
MA,Santa Quitéria do Maranhão,2110104,24495
MA,Santa Rita,2110203,38542
PB,Santa Rita,2513703,160852
MG,Santa Rita de Caldas,3159209,8561
BA,Santa Rita de Cássia,2928406,28890
MG,Santa Rita de Ibitipoca,3159407,3331
MG,Santa Rita de Jacutinga,3159308,4826
MG,Santa Rita de Minas,3159357,6969
GO,Santa Rita do Araguaia,5219407,5765
MG,Santa Rita do Itueto,3159506,5984
GO,Santa Rita do Novo Destino,5219456,2611
MS,Santa Rita do Pardo,5007554,7165
SP,Santa Rita do Passa Quatro,3547502,24996
MG,Santa Rita do Sapucaí,3159605,42517
TO,Santa Rita do Tocantins,1718899,2299
MT,Santa Rita do Trivelato,5107768,3536
SP,Santa Rita d'Oeste,3547403,2796
RS,Santa Rosa,4317202,79488
MG,Santa Rosa da Serra,3159704,3487
GO,Santa Rosa de Goiás,5219506,2828
SC,Santa Rosa de Lima,4215604,2131
SE,Santa Rosa de Lima,2806503,4049
SP,Santa Rosa de Viterbo,3547601,23710
PI,Santa Rosa do Piauí,2209377,4666
AC,Santa Rosa do Purus,1200435,7217
SC,Santa Rosa do Sul,4215653,10450
TO,Santa Rosa do Tocantins,1718907,4799
SP,Santa Salete,3547650,1692
ES,Santa Teresa,3204609,23872
PB,Santa Teresinha,2513802,4492
RS,Santa Tereza,4317251,1529
GO,Santa Tereza de Goiás,5219605,3172
PR,Santa Tereza do Oeste,4124020,13938
TO,Santa Tereza do Tocantins,1719004,2907
BA,Santa Terezinha,2928505,10882
PE,Santa Terezinha,2612802,10487
SC,Santa Terezinha,4215679,8015
MT,Santa Terezinha,5107776,7737
GO,Santa Terezinha de Goiás,5219704,10837
PR,Santa Terezinha de Itaipu,4124053,25300
SC,Santa Terezinha do Progresso,4215687,2534
TO,Santa Terezinha do Tocantins,1720002,2461
MG,Santa Vitória,3159803,21914
RS,Santa Vitória do Palmar,4317301,31965
BA,Santaluz,2928000,40066
AP,Santana,1600600,118803
BA,Santana,2928208,25521
RS,Santana da Boa Vista,4317004,7128
SP,Santana da Ponte Pensa,3547205,1699
MG,Santana da Vargem,3158300,6756
MG,Santana de Cataguases,3158409,3548
PB,Santana de Mangueira,2513505,5090
SP,Santana de Parnaíba,3547304,163787
MG,Santana de Pirapama,3158508,7030
CE,Santana do Acaraú,2312007,32133
PA,Santana do Araguaia,1506708,30455
CE,Santana do Cariri,2312106,17391
MG,Santana do Deserto,3158607,3815
MG,Santana do Garambéu,3158706,2171
AL,Santana do Ipanema,2708006,47418
PR,Santana do Itararé,4124004,5646
MG,Santana do Jacaré,3158805,4246
RS,Sant'Ana do Livramento,4317103,87329
MG,Santana do Manhuaçu,3158904,9264
MA,Santana do Maranhão,2110237,10759
RN,Santana do Matos,2411403,12722
AL,Santana do Mundaú,2708105,11572
MG,Santana do Paraíso,3158953,49025
PI,Santana do Piauí,2209351,4159
MG,Santana do Riacho,3159001,5654
SE,Santana do São Francisco,2806404,7549
RN,Santana do Seridó,2411429,2796
PB,Santana dos Garrotes,2513604,6618
MG,Santana dos Montes,3159100,3490
BA,Santanópolis,2928307,9035
PA,Santarém,1506807,360871
PA,Santarém Novo,1506906,6355
RS,Santiago,4317400,50336
SC,Santiago do Sul,4215695,1732
MT,Santo Afonso,5107263,2416
BA,Santo Amaro,2928604,58398
SC,Santo Amaro da Imperatriz,4215703,30099
SE,Santo Amaro das Brotas,2806602,11289
MA,Santo Amaro do Maranhão,2110278,14287
SP,Santo Anastácio,3547700,17960
SP,Santo André,3547809,782048
PB,Santo André,2513851,2708
RS,Santo Ângelo,4317509,79146
RN,Santo Antônio,2411502,22793
SP,Santo Antônio da Alegria,3547908,6933
GO,Santo Antônio da Barra,5219712,4279
RS,Santo Antônio da Patrulha,4317608,44431
PR,Santo Antônio da Platina,4124103,45628
RS,Santo Antônio das Missões,4317707,10485
GO,Santo Antônio de Goiás,5219738,8066
BA,Santo Antônio de Jesus,2928703,109791
MT,Santo Antônio de Leverger,5107800,16839
PI,Santo Antônio de Lisboa,2209401,5930
RJ,Santo Antônio de Pádua,3304706,43697
SP,Santo Antônio de Posse,3548005,23867
MG,Santo Antônio do Amparo,3159902,17657
SP,Santo Antônio do Aracanguá,3548054,8593
MG,Santo Antônio do Aventureiro,3160009,3896
PR,Santo Antônio do Caiuá,4124202,2474
GO,Santo Antônio do Descoberto,5219753,75221
MG,Santo Antônio do Grama,3160108,4352
AM,Santo Antônio do Içá,1303700,30679
MG,Santo Antônio do Itambé,3160207,3969
MG,Santo Antônio do Jacinto,3160306,10324
SP,Santo Antônio do Jardim,3548104,6243
MT,Santo Antônio do Leste,5107792,4244
MG,Santo Antônio do Monte,3160405,28456
RS,Santo Antônio do Palma,4317558,2134
PR,Santo Antônio do Paraíso,4124301,2088
SP,Santo Antônio do Pinhal,3548203,7314
RS,Santo Antônio do Planalto,4317756,2138
MG,Santo Antônio do Retiro,3160454,6729
MG,Santo Antônio do Rio Abaixo,3160504,1856
PR,Santo Antônio do Sudoeste,4124400,24980
PA,Santo Antônio do Tauá,1507003,29234
MA,Santo Antônio dos Lopes,2110302,14628
PI,Santo Antônio dos Milagres,2209450,2169
RS,Santo Augusto,4317806,14196
RS,Santo Cristo,4317905,15667
BA,Santo Estêvão,2928802,55146
SP,Santo Expedito,3548302,3069
RS,Santo Expedito do Sul,4317954,2395
MG,Santo Hipólito,3160603,2692
PR,Santo Inácio,4124509,6463
PI,Santo Inácio do Piauí,2209500,3682
SP,Santópolis do Aguapeí,3548401,3921
SP,Santos,3548500,429547
MG,Santos Dumont,3160702,43218
CE,São Benedito,2312304,50058
MA,São Benedito do Rio Preto,2110401,18810
PE,São Benedito do Sul,2612901,13456
PB,São Bentinho,2513927,4490
PB,São Bento,2513901,33845
MA,São Bento,2110500,48166
MG,São Bento Abade,3160801,4846
RN,São Bento do Norte,2411601,3442
SP,São Bento do Sapucaí,3548609,11989
SC,São Bento do Sul,4215802,87661
TO,São Bento do Tocantins,1720101,6004
RN,São Bento do Trairí,2411700,3890
PE,São Bento do Una,2613008,51165
SC,São Bernardino,4215752,2715
MA,São Bernardo,2110609,27910
SP,São Bernardo do Campo,3548708,841154
SC,São Bonifácio,4215901,2982
RS,São Borja,4318002,61311
AL,São Brás,2708204,6557
MG,São Brás do Suaçuí,3160900,4161
PI,São Braz do Piauí,2209559,4454
PA,São Caetano de Odivelas,1507102,17258
SP,São Caetano do Sul,3548807,172693
PE,São Caitano,2613107,39243
SP,São Carlos,3548906,266427
SC,São Carlos,4216008,10462
PR,São Carlos do Ivaí,4124608,6727
SE,São Cristóvão,2806701,101213
SC,São Cristóvão do Sul,4216057,6489
BA,São Desidério,2928901,34982
BA,São Domingos,2928950,8690
SE,São Domingos,2806800,10559
PB,São Domingos,2513968,2624
SC,São Domingos,4216107,9343
GO,São Domingos,5219803,9457
MG,São Domingos das Dores,3160959,5793
PA,São Domingos do Araguaia,1507151,21555
MA,São Domingos do Azeitão,2110658,8236
PA,São Domingos do Capim,1507201,32554
PB,São Domingos do Cariri,2513943,2688
MA,São Domingos do Maranhão,2110708,35247
ES,São Domingos do Norte,3204658,9051
MG,São Domingos do Prata,3161007,17783
RS,São Domingos do Sul,4318051,2806
BA,São Felipe,2929107,20923
RO,São Felipe D'Oeste,1101484,5588
BA,São Félix,2929008,11102
MA,São Félix de Balsas,2110807,4491
MG,São Félix de Minas,3161056,3244
MT,São Félix do Araguaia,5107859,14604
BA,São Félix do Coribe,2929057,15780
PI,São Félix do Piauí,2209609,2879
TO,São Félix do Tocantins,1720150,1897
PA,São Félix do Xingu,1507300,64651
RN,São Fernando,2411809,3606
RJ,São Fidélis,3304805,41212
SP,São Francisco,3549003,2623
MG,São Francisco,3161106,54223
SE,São Francisco,2806909,3330
PB,São Francisco,2513984,3176
RS,São Francisco de Assis,4318101,17934
PI,São Francisco de Assis do Piauí,2209658,5713
GO,São Francisco de Goiás,5219902,6507
RJ,São Francisco de Itabapoana,3304755,47397
MG,São Francisco de Paula,3161205,6281
RS,São Francisco de Paula,4318200,22388
MG,São Francisco de Sales,3161304,5858
MA,São Francisco do Brejão,2110856,9202
BA,São Francisco do Conde,2929206,41110
MG,São Francisco do Glória,3161403,4848
RO,São Francisco do Guaporé,1101492,17557
MA,São Francisco do Maranhão,2110906,12360
RN,São Francisco do Oeste,2411908,4319
PA,São Francisco do Pará,1507409,15429
PI,São Francisco do Piauí,2209708,5358
SC,São Francisco do Sul,4216206,56726
RS,São Gabriel,4318309,60090
BA,São Gabriel,2929255,19229
AM,São Gabriel da Cachoeira,1303809,57396
ES,São Gabriel da Palha,3204708,34272
MS,São Gabriel do Oeste,5007695,32207
MG,São Geraldo,3161502,10524
MG,São Geraldo da Piedade,3161601,3200
PA,São Geraldo do Araguaia,1507458,24929
MG,São Geraldo do Baixio,3161650,3158
RJ,São Gonçalo,3304904,960196
MG,São Gonçalo do Abaeté,3161700,7515
CE,São Gonçalo do Amarante,2312403,58191
RN,São Gonçalo do Amarante,2412005,124495
PI,São Gonçalo do Gurguéia,2209757,3026
MG,São Gonçalo do Pará,3161809,12275
PI,São Gonçalo do Piauí,2209807,4985
MG,São Gonçalo do Rio Abaixo,3161908,12475
MG,São Gonçalo do Rio Preto,3125507,3099
MG,São Gonçalo do Sapucaí,3162005,24497
BA,São Gonçalo dos Campos,2929305,42171
MG,São Gotardo,3162104,43851
RS,São Jerônimo,4318408,21412
PR,São Jerônimo da Serra,4124707,10884
PR,São João,4124806,12297
PE,São João,2613206,24895
MA,São João Batista,2111003,18889
SC,São João Batista,4216305,35336
MG,São João Batista do Glória,3162203,7959
RR,São João da Baliza,1400506,9969
RJ,São João da Barra,3305000,38740
SP,São João da Boa Vista,3549102,96080
PI,São João da Canabrava,2209856,4359
PI,São João da Fronteira,2209872,5608
MG,São João da Lagoa,3162252,4962
MG,São João da Mata,3162302,3012
GO,São João da Paraúna,5220058,1812
PA,São João da Ponta,1507466,4470
MG,São João da Ponte,3162401,24197
PI,São João da Serra,2209906,6232
RS,São João da Urtiga,4318424,4547
PI,São João da Varjota,2209955,4430
GO,São João d'Aliança,5220009,15026
SP,São João das Duas Pontes,3549201,2623
MG,São João das Missões,3162450,13547
SP,São João de Iracema,3549250,1882
RJ,São João de Meriti,3305109,466503
PA,São João de Pirabas,1507474,21477
MG,São João del Rei,3162500,94468
PA,São João do Araguaia,1507508,14293
PI,São João do Arraial,2209971,8494
PR,São João do Caiuá,4124905,5607
PB,São João do Cariri,2514008,4345
MA,São João do Carú,2111029,12360
